Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
87	2130.0347	362.3412	2934.093	1746.4675	2304673.5	356707.53	3004307.8	1994022.5	16.465254	1.9671156	20.427734	11.54759	18.694616	2.420476	22.496233	14.9938965	288.0	288.0	0.0	0.0	160433.95	0.06077043678977273	2610001.0	579.59845	58.79276	881.3862	480.75012	579.5978	58.797043	867.004	472.89322	5.9893017	0.28582853	7.2124343	4.3030143	0.9998643	1.0361812	5.8065305	-12.666722	-466.77496	79.46975	79.4572	0.0051504364	0.00028270335	0.098235354	1.1036204	0.20630309	2.920553	18.556885	-0.9998643	0.31835008	262.29895	21789.95448231697
88	2102.2036	345.71417	2930.9473	1767.1233	2122702.8	121057.68	2286033.5	1946636.5	16.65665	2.079539	21.644705	10.31471	17.321648	1.9425324	20.104717	13.954566	288.0	288.0	0.0	0.0	162165.5	0.060736142322097376	2640001.0	579.8848	58.72124	877.33057	475.34875	579.8839	58.72709	868.93884	476.70923	6.0039306	0.28949738	7.1561255	4.2780204	0.9997831	1.0452988	10.1092205	-12.369816	-468.6501	79.336266	79.32197	0.00523327	0.000359136	0.097031005	1.102216	-0.06803741	2.9039304	18.247334	-0.99978274	5.8039865	266.76035	22056.726186990738
89	2161.9458	398.85873	2928.5818	1738.8639	2213775.8	334411.53	3023925.5	1962202.2	16.301975	2.1974373	21.765558	11.7500105	16.559446	1.8792328	18.763597	12.166118	288.0	288.0	0.0	0.0	163862.47	0.06068980324074074	2670001.0	579.8034	58.498386	866.1216	476.40512	579.80334	58.502777	862.9611	480.09723	5.9978895	0.2888465	7.1880393	4.2695746	1.0003693	1.0455685	7.608777	-11.576121	-469.59775	78.65787	78.67703	0.0052285567	-0.00027380293	0.0951057	1.1001165	0.03743321	2.8954916	18.093613	-1.000369	0.2895646	257.07263	22313.81059408188
90	2081.6619	356.1259	2948.3767	1743.6855	2361140.8	408499.0	3110490.0	1919468.1	16.264175	2.0255961	22.384117	10.46311	16.677996	2.2125194	20.728813	13.285907	288.0	288.0	0.0	0.0	165560.19	0.060644757326007326	2700001.0	579.4814	58.578487	867.43915	476.49396	579.48035	58.583862	863.8668	467.6446	5.9983807	0.2841343	7.288439	4.290367	0.9999683	1.0502574	8.592052	-14.159131	-468.13535	79.24813	79.25253	0.0052089794	0.00016613369	0.10034831	1.1059082	0.031236311	2.9058003	18.280077	-0.99996823	21.673431	282.64978	22596.463609218597
91	2074.0159	363.30838	2955.515	1742.6997	2237904.5	464262.88	3113558.0	1800118.0	16.538614	1.9335333	20.212486	10.790144	13.931829	2.106922	17.410782	9.508001	288.0	288.0	0.0	0.0	167283.23	0.06060986752717391	2730001.0	579.0762	58.569946	864.62976	476.60858	579.076	58.57497	861.6295	473.32693	6.0066648	0.28747362	7.1760335	4.3077703	1.0000528	1.0509156	5.601601	-12.996416	-466.02103	78.96974	79.01349	0.0052273897	6.28139e-05	0.10348634	1.1094102	-0.12226632	2.919629	18.538528	-1.0000535	2.3242314	240.28215	22836.73951458931
92	2095.1597	364.9266	2955.685	1683.3849	2227957.5	433279.94	3094581.0	1886377.5	16.734592	2.0291626	21.666046	12.405193	12.901729	1.7863399	15.514089	10.208199	288.0	288.0	0.0	0.0	169026.95	0.06058313732078853	2760001.0	578.4495	58.873154	863.89557	472.83514	578.4487	58.878677	863.7989	472.89047	6.0011787	0.29001904	7.3059506	4.2691846	1.0003115	1.0467056	6.3169465	-13.264594	-466.04898	79.19191	79.205574	0.0052392245	-0.00021392271	0.108103745	1.1145631	-0.026082622	2.9147627	18.445787	-1.0003108	0.30014753	261.59644	23098.331243276596
93	2136.4788	383.754	2972.129	1681.3408	2399768.5	386070.56	3089329.5	2023360.8	16.21267	2.2983096	21.47182	10.923634	16.797655	2.094928	19.008394	13.075393	288.0	288.0	0.0	0.0	170715.38	0.06053736702127659	2790001.0	577.3748	58.3061	863.75073	473.83847	577.3737	58.3102	859.4169	467.5244	5.996355	0.2873394	7.3265667	4.2785473	1.000153	1.0493573	8.523556	-12.731108	-464.7527	78.97816	79.01255	0.0052333865	-4.4028082e-05	0.11181271	1.1186132	0.06857378	2.9175644	18.496864	-1.0001533	18.922802	278.1195	23376.45156645775
94	2074.6455	350.97046	2939.8257	1712.4122	2419394.5	395223.16	3052628.0	2005255.8	16.701538	2.0106096	21.018171	12.272817	19.20463	2.2588868	22.550474	15.800594	288.0	288.0	0.0	0.0	172457.44	0.060511381578947365	2820001.0	577.96436	59.1216	869.72314	476.17053	577.9634	59.1276	861.1386	471.5133	6.0020876	0.2913222	7.2387447	4.295881	1.0003066	1.0395335	6.784555	-13.418167	-465.44824	79.161644	79.17243	0.005192954	-0.00022340719	0.10966729	1.1164042	-0.043721274	2.9157984	18.46392	-1.0003062	0.7182808	240.28458	23616.732627868652
95	2186.3386	382.2632	2914.5396	1747.7465	2331688.5	460330.8	3069989.5	1858982.5	16.261347	2.517624	22.081245	10.845341	14.372948	1.5088459	16.110651	11.524468	288.0	288.0	0.0	0.0	174149.11	0.06046844075520833	2850001.0	578.3347	59.354527	867.2468	472.43033	578.3345	59.358894	864.7365	474.0469	5.990362	0.28784773	7.126137	4.324511	0.9995776	1.0308937	7.1235747	-11.23488	-464.7109	80.45613	80.48553	0.0051257024	0.0006239612	0.10837212	1.114961	0.17543045	2.9273	18.684277	-0.9995781	0.305063	260.11655	23876.869265556335
96	2071.357	343.42905	2880.1191	1731.186	2172658.0	264719.47	2907476.5	1890149.5	16.633284	2.1585448	22.813591	11.069992	13.261027	1.349769	15.19525	11.628286	288.0	288.0	0.0	0.0	175881.69	0.060440442439862546	2880001.0	579.1958	59.12101	865.6994	476.75925	579.19525	59.12534	862.79297	474.4305	6.0143547	0.29809287	7.1827493	4.247751	1.0000862	1.0379657	8.971512	-11.947237	-465.28897	79.34085	79.376564	0.005262241	4.1718453e-05	0.11460809	1.122093	-0.26914677	2.9258063	18.655548	-1.0000863	18.921553	279.61285	24156.45576620102
97	2174.7668	412.1065	2946.1453	1754.765	2260470.8	383660.66	3009815.8	1907061.2	16.38041	1.9473982	21.945574	11.916772	16.487865	1.7214322	19.540165	14.352269	288.0	288.0	0.0	0.0	177589.2	0.060404490858843536	2910001.0	577.88806	58.933277	862.0104	474.59262	577.8867	58.937954	857.51105	472.70963	5.998008	0.30089265	7.2293277	4.2075715	1.0000119	1.0339276	7.768855	-12.462248	-464.95587	79.64344	79.68737	0.005281564	0.00011664658	0.106621414	1.1130509	0.03339912	2.9201314	18.547535	-1.0000119	0.3029077	241.77754	24398.2483022213
98	2095.2314	372.6409	2956.6992	1735.124	2290675.0	397710.34	3108135.5	1930408.0	16.77889	1.8489623	20.919218	12.818143	16.085938	1.3985907	18.126553	13.847543	288.0	288.0	0.0	0.0	179335.17	0.060382212752525255	2940001.0	577.5167	59.008972	862.30585	475.36975	577.5161	59.01275	859.5848	469.17947	5.9977	0.29765785	7.110997	4.278435	1.0001854	1.0409168	8.106699	-12.141615	-463.5763	79.97398	80.0522	0.005309291	-7.9503e-05	0.11422301	1.1214299	0.048406437	2.9291027	18.71364	-1.0001854	0.30626845	263.28098	24661.512427806854
99	2053.06	328.75122	2919.6536	1652.9718	2320916.2	477486.34	3104166.0	1931770.0	16.970263	1.8978673	22.52462	11.830821	16.05111	1.8935226	20.249413	13.626971	288.0	288.0	0.0	0.0	181103.39	0.060367796875	2970001.0	577.3518	58.833546	861.551	472.48627	577.3511	58.837795	859.5216	466.02118	5.997993	0.29806668	7.1458063	4.211129	1.00009	1.0468407	8.580568	-12.641127	-463.85773	79.40273	79.4626	0.0053451085	4.4349115e-05	0.110476755	1.1172618	0.039240886	2.9251173	18.638186	-1.0000907	16.324995	274.9458	24936.479803562164
